Ch	Time	ch[0]	ch[1]	ch[2]	ch[3]	ch[4]	ch[5]	ch[6]	ch[7]	ch[8]	ch[9]	ch[10]	ch[11]	ch[12]	ch[13]	ch[14]	ch[15]
ch1:	14:35:19	-96.0	-95.05	-93.9	-92.7	-89.7	-86.45	-78.9	-74.15	-72.75	-71.6	-69.85	-71.05	-71.85	-69.8	-70.6	-69.6
ch1:	14:35:19	-65.15	-58.55	-55.35	-52.55	-53.8	-54.4	-56.85	-61.05	-64.45	-65.05	-64.25	-57.9	-46.5	-36.05	-30.9	-34.35
ch1:	14:35:19	-39.6	-44.7	-45.25	-42.95	-35.05	-27.55	-20.95	-19.15	-16.0	-15.65	-22.65	-37.15	-54.6	-63.95	-56.3	-39.75
ch1:	14:35:19	-25.45	-9.0	-0.8	-5.15	-17.55	-31.25	-45.3	-49.5	-45.8	-36.95	-27.2	-18.2	-8.75	-0.85	1.0	-5.85
ch1:	14:35:19	-14.95	-22.3	-18.65	-6.05	12.45	26.75	34.8	35.1	35.1	32.05	22.9	12.85	9.55	14.0	23.15	35.35
ch1:	14:35:19	43.1	46.9	44.1	38.6	32.55	32.5	33.85	37.05	44.15	55.25	64.9	70.5	70.15	64.7	57.95	49.3
ch1:	14:35:19	42.75	33.55	22.15	12.65	14.7	21.05	29.45	35.25	37.35	37.05	39.0	33.2	17.55	5.1	1.85	3.35
ch1:	14:35:19	3.3	2.3	0.25	-1.75	-8.35	-14.8	-17.7	-13.15	-5.3	3.85	12.25	16.3	13.4	7.05	1.45	-5.7
ch1:	14:35:19	-6.7	-1.0	7.6	10.8	11.35	7.3	1.95	-8.5	-20.95	-33.75	-43.9	-50.4	-48.7	-38.7	-29.8	-29.35
ch1:	14:35:19	-36.25	-41.65	-43.3	-37.85	-32.8	-31.55	-34.05	-32.4	-34.7	-45.6	-56.3	-57.35	-56.85	-59.35	-58.5	-53.7
ch1:	14:35:19	-46.75	-42.45	-40.85	-44.95	-53.1	-65.05	-69.7	-65.25	-51.55	-34.55	-23.4	-20.35	-18.3	-17.3	-22.0	-29.95
ch1:	14:35:22	-41.55	-54.35	-64.2	-61.1	-49.95	-37.35	-29.45	-21.25	-16.05	-14.3	-20.9	-33.2	-39.8	-35.7	-22.35	-5.75
ch1:	14:35:22	7.4	11.75	14.25	13.35	9.65	-1.65	-17.95	-34.55	-39.4	-30.85	-13.0	2.35	12.4	19.2	20.35	15.15
ch1:	14:35:22	1.75	-12.75	-20.9	-21.65	-19.8	-10.6	0.2	8.8	13.75	17.7	16.6	10.55	4.4	-1.9	-10.4	-15.95
ch1:	14:35:22	-9.8	-1.4	8.35	19.0	27.8	27.0	20.5	6.7	-5.35	-10.25	-4.3	7.1	18.4	25.85	30.8	31.2
ch1:	14:35:22	23.5	16.8	16.35	22.7	28.95	36.6	43.5	48.55	46.45	40.6	35.15	34.6	35.85	33.15	28.0	25.2
ch1:	14:35:22	29.65	34.15	33.55	26.95	24.6	26.1	32.25	34.9	35.0	33.55	28.95	17.25	6.35	0.55	-0.05	6.3
ch1:	14:35:22	14.2	24.9	34.45	39.9	38.9	33.55	23.75	22.15	22.85	16.5	6.2	-0.3	-1.9	1.2	6.65	13.05
ch1:	14:35:22	20.1	17.0	6.3	-5.5	-9.75	-11.65	-7.95	1.9	16.8	27.85	33.55	34.3	34.45	32.95	17.35	-15.45
ch1:	14:35:22	-47.6	-58.6	-50.4	-30.85	-13.65	-1.75	3.65	5.75	3.95	0.65	-10.1	-26.75	-37.65	-38.25	-30.5	-19.35
ch1:	14:35:22	-7.8	-0.45	5.75	6.7	5.7	2.35	2.35	2.9	6.0	11.3	18.15	18.8	20.3	25.75	24.85	20.45
ch1:	14:35:22	20.0	23.45	27.25	32.65	35.9	40.8	43.1	42.8	37.35	27.95	21.6	28.0	41.0	52.8	61.3	65.35
ch1:	14:35:22	67.75	65.8	62.2	56.65	51.3	44.1	38.55	36.45	42.25	48.25	52.0	54.65	53.9	49.45	44.35	38.25
ch1:	14:35:22	31.5	32.45	36.75	44.65	52.85	60.15	61.4	60.8	55.1	47.65	40.55	35.8	32.6	31.65	31.6	34.2
ch1:	14:35:22	40.95	41.65	34.6	23.25	14.6	7.1	2.1	-1.15	3.7	13.2	23.55	31.6	33.25	24.4	7.55	-8.8
ch1:	14:35:22	-19.75	-20.0	-13.55	-1.95	9.65	22.6	28.95	28.1	22.15	14.45	-1.4	-18.75	-30.95	-37.1	-37.25	-35.5
ch1:	14:35:22	-34.15	-33.15	-32.75	-38.65	-43.8	-46.55	-47.75	-52.9	-55.6	-55.4	-50.0	-41.35	-32.9	-27.75	-24.75	-26.65
ch1:	14:35:22	-35.6	-41.35	-41.6	-37.4	-35.55	-33.3	-30.05	-25.1	-25.95	-27.75	-30.45	-33.2	-32.05	-26.0	-19.6	-16.95
ch1:	14:35:22	-18.35	-21.9	-24.15	-34.0	-44.05	-44.5	-33.05	-20.25	-11.45	-10.65	-10.55	-11.6	-14.35	-17.35	-26.2	-43.95
ch1:	14:35:22	-60.4	-66.6	-70.4	-73.5	-77.9	-78.6	-78.85	-80.25	-84.8	-87.85	-86.85	-77.7	-65.85	-59.9	-56.45	-55.4
ch1:	14:35:22	-61.3	-74.15	-80.2	-77.2	-66.35	-52.9	-40.1	-37.25	-39.7	-45.05	-52.25	-57.65	-52.85	-41.25	-30.25	-21.5
ch1:	14:35:22	-15.6	-9.8	-11.05	-19.75	-32.05	-38.3	-39.2	-31.9	-23.0	-18.45	-23.95	-32.25	-34.95	-29.5	-20.15	-12.45
ch1:	14:35:22	-7.45	-7.5	-13.75	-28.35	-39.15	-42.4	-37.7	-27.55	-13.4	-5.55	-2.5	-3.2	-9.05	-19.85	-32.95	-45.9
ch1:	14:35:22	-57.65	-61.85	-60.9	-57.1	-56.2	-54.45	-51.4	-43.75	-40.1	-42.2	-46.7	-47.25	-40.15	-25.7	-14.9	-13.25
ch1:	14:35:22	-12.6	-14.1	-18.75	-25.3	-24.6	-18.8	-8.75	1.7	12.8	16.75	20.2	29.65	33.35	20.55	-3.05	-29.15
ch1:	14:35:25	20.65	23.35	20.75	15.65	13.45	14.2	21.25	31.6	44.85	49.4	46.75	41.2	35.8	32.15	32.4	36.25
ch1:	14:35:25	42.75	50.8	59.1	69.95	71.3	63.0	52.55	44.85	34.8	26.7	23.7	28.75	36.1	45.1	54.1	53.15
ch1:	14:35:25	42.45	26.85	11.85	2.7	9.7	25.25	42.3	53.65	63.1	63.7	53.85	41.4	31.1	16.2	2.4	0.55
ch1:	14:35:25	7.1	15.7	23.1	31.05	34.8	35.1	29.2	18.9	1.95	-11.0	-12.1	-3.0	7.2	16.35	25.15	35.0
ch1:	14:35:25	46.3	44.25	27.85	9.3	-3.25	-12.75	-6.35	10.45	27.35	39.85	48.1	47.8	44.65	34.5	9.05	-23.3
ch1:	14:35:25	-44.85	-43.45	-30.5	-16.0	-3.2	8.3	10.7	8.15	-1.0	-14.8	-28.8	-36.45	-39.75	-38.25	-34.6	-32.4
ch1:	14:35:25	-30.4	-32.3	-36.1	-40.0	-40.2	-41.85	-40.8	-36.9	-27.7	-18.4	-8.7	-4.65	-11.95	-27.4	-40.85	-48.05
ch1:	14:35:25	-50.75	-45.6	-36.0	-24.35	-17.1	-14.25	-18.35	-24.35	-30.95	-32.65	-34.45	-40.05	-48.1	-54.15	-58.25	-58.6
ch1:	14:35:25	-51.8	-44.05	-39.8	-40.9	-41.65	-47.85	-54.15	-54.5	-44.7	-33.85	-24.6	-21.45	-22.4	-25.75	-32.95	-42.35
ch1:	14:35:25	-49.55	-49.4	-42.15	-31.05	-23.45	-16.35	-13.25	-15.6	-22.8	-28.5	-31.65	-32.6	-39.05	-48.35	-49.15	-42.35
ch1:	14:35:25	-32.05	-23.65	-19.5	-22.15	-28.6	-44.2	-56.6	-59.9	-56.5	-48.55	-32.7	-20.65	-16.9	-18.75	-26.45	-37.0
ch1:	14:35:25	-43.75	-39.4	-28.45	-14.55	-5.35	-3.45	-8.85	-12.6	-16.9	-20.9	-23.3	-23.15	-22.45	-18.4	-10.3	-6.85
ch1:	14:35:25	-14.4	-27.85	-33.65	-35.8	-35.1	-30.35	-16.6	-4.2	3.1	2.0	-5.25	-16.25	-19.95	-16.7	-15.15	-13.8
ch1:	14:35:25	-7.95	1.45	6.5	8.55	8.25	6.2	-5.05	-18.6	-30.05	-35.2	-36.15	-31.5	-26.5	-22.7	-18.05	-17.45
ch1:	14:35:25	-25.2	-38.75	-49.8	-54.45	-44.5	-26.4	-6.85	7.95	16.0	14.85	9.85	-2.65	-19.05	-30.5	-34.7	-31.35
ch1:	14:35:25	-20.6	-6.95	2.3	9.1	9.5	5.15	-2.7	-5.9	-6.55	-6.35	-6.45	-2.75	3.5	10.6	18.2	22.25
ch1:	14:35:25	17.95	5.55	-3.1	-6.45	-5.5	-3.65	2.7	10.15	18.3	22.7	24.85	22.3	16.5	8.85	-0.7	-8.5
ch1:	14:35:25	-15.15	-24.4	-33.65	-32.85	-25.7	-13.85	-3.4	5.6	8.1	5.8	0.75	-4.55	-15.6	-26.55	-26.7	-15.75
ch1:	14:35:25	-0.5	10.8	17.8	19.6	17.9	11.8	5.65	-6.3	-19.4	-29.65	-36.45	-43.5	-47.8	-50.05	-52.8	-53.85
ch1:	14:35:25	-52.8	-50.1	-47.7	-42.85	-40.35	-36.75	-31.7	-23.65	-18.85	-15.55	-15.3	-15.4	-20.1	-28.8	-34.15	-29.65
ch1:	14:35:25	-17.15	-3.3	10.25	16.5	15.65	10.65	6.55	-0.95	-8.4	-15.0	-16.3	-12.25	-4.05	4.7	12.25	16.25
ch1:	14:35:25	15.55	16.4	16.8	16.25	12.6	11.15	8.85	9.15	9.85	13.75	17.25	20.3	22.75	25.15	23.9	18.85
ch1:	14:35:25	12.95	3.0	-5.4	-9.4	-7.6	-2.6	8.15	13.65	13.05	9.95	6.65	-3.0	-14.8	-21.25	-19.5	-8.8
ch1:	14:35:25	8.2	26.45	37.65	44.5	46.55	44.1	31.2	13.55	-1.95	-5.5	0.05	10.65	21.0	28.4	32.15	32.7
ch1:	14:35:28	3.6	12.3	18.9	24.75	26.65	25.15	17.3	7.95	0.5	3.55	9.05	12.4	15.2	20.45	26.8	34.5
ch1:	14:35:28	41.2	42.05	40.65	38.8	36.65	29.35	26.2	30.65	41.0	48.35	52.3	52.05	51.5	52.3	52.15	46.25
ch1:	14:35:28	31.5	18.5	14.0	18.75	26.65	37.95	44.95	49.2	48.45	45.8	41.65	36.9	28.6	21.2	17.85	17.35
ch1:	14:35:28	19.5	23.1	25.0	20.4	16.85	14.8	15.75	16.9	20.35	24.2	29.3	30.0	29.6	30.35	28.7	23.85
ch1:	14:35:28	19.5	20.1	24.05	29.9	31.65	33.85	36.15	36.05	27.8	19.1	13.2	11.25	11.1	12.35	14.0	16.75
ch1:	14:35:28	22.6	27.1	29.9	28.85	26.05	19.6	16.15	14.95	14.65	11.2	12.55	19.6	27.65	30.25	28.35	25.85
ch1:	14:35:28	20.2	11.75	2.85	-0.8	-2.5	-0.8	-1.5	-4.7	-10.05	-10.25	-9.8	-10.6	-11.2	-9.3	-8.5	-10.55
ch1:	14:35:28	-12.3	-15.75	-19.3	-23.1	-22.25	-19.6	-13.85	-10.25	-6.65	-2.85	2.95	3.3	0.2	-2.5	-6.1	-16.35
ch1:	14:35:28	-32.15	-42.2	-45.75	-42.5	-33.2	-23.05	-21.35	-17.6	-12.1	-10.25	-14.15	-20.35	-28.7	-34.85	-40.4	-47.4
ch1:	14:35:28	-48.5	-44.85	-39.45	-35.8	-32.05	-31.2	-28.6	-25.9	-22.75	-20.95	-15.55	-7.95	1.1	7.95	7.4	2.35
ch1:	14:35:28	-1.15	-4.0	-9.85	-9.95	-9.25	-10.7	-12.35	-11.8	-15.3	-16.75	-21.9	-30.3	-34.3	-33.1	-29.95	-19.45
ch1:	14:35:28	-2.45	9.5	14.15	12.9	10.85	4.3	-2.0	-8.45	-13.4	-16.45	-10.7	-3.95	0.3	4.65	6.55	2.6
ch1:	14:35:28	0.15	3.65	2.25	-2.5	-5.55	-3.4	0.6	9.25	12.1	2.35	-13.1	-19.2	-18.4	-14.25	-6.85	-0.25
ch1:	14:35:28	2.25	3.1	7.6	6.9	0.0	-8.2	-6.6	1.65	12.95	18.75	19.35	17.9	17.75	15.45	11.5	5.0
ch1:	14:35:28	-9.5	-25.1	-34.1	-31.6	-21.4	-9.3	-7.15	-12.2	-20.55	-22.35	-16.5	-8.6	-3.6	-0.25	0.6	2.3
ch1:	14:35:28	10.5	17.4	20.6	23.85	29.6	29.15	28.1	29.8	35.0	35.05	34.65	38.35	46.1	48.4	41.25	32.05
ch1:	14:35:28	28.5	30.65	31.2	33.1	34.9	36.75	33.05	32.4	33.9	35.15	29.55	17.4	3.9	2.05	10.3	17.25
ch1:	14:35:28	20.6	20.15	17.7	13.15	8.95	2.4	-3.45	-9.9	-6.65	5.5	19.0	28.6	35.25	32.15	18.4	-1.25
ch1:	14:35:28	-18.3	-19.8	-14.25	-10.7	-11.75	-14.0	-20.25	-23.5	-27.25	-27.75	-24.35	-23.05	-31.4	-40.45	-36.9	-20.9
ch1:	14:35:28	-6.9	-5.45	-7.65	-9.3	-10.25	-15.45	-22.0	-25.1	-12.55	6.9	14.0	4.45	-5.55	-10.25	-8.3	-1.5
ch1:	14:35:28	7.4	22.7	29.8	21.0	9.05	1.6	-7.8	-5.8	6.95	20.8	26.75	27.1	29.3	32.25	25.7	12.3
ch1:	14:35:28	0.55	-7.75	-6.15	-1.25	2.65	3.6	3.15	1.65	4.4	5.45	2.8	0.85	5.15	9.7	7.45	3.75
ch1:	14:35:28	3.05	3.95	1.7	1.25	5.2	17.6	25.25	22.35	10.6	1.4	-0.85	2.85	3.05	4.25	13.7	26.85
ch1:	14:35:28	36.35	39.85	38.25	24.2	4.55	-7.8	-12.8	-22.7	-23.4	-9.65	8.0	21.0	28.6	24.1	5.7	-17.8
ch1:	14:35:31	36.05	25.8	17.65	8.35	-2.4	-11.5	-8.5	1.1	12.45	19.9	20.9	12.55	3.25	-6.7	-18.7	-25.25
ch1:	14:35:31	-26.4	-29.45	-34.9	-35.95	-37.5	-41.8	-50.45	-55.9	-54.7	-44.95	-36.6	-31.55	-31.95	-32.2	-30.2	-35.8
ch1:	14:35:31	-45.05	-42.85	-28.65	-18.5	-18.45	-27.05	-25.15	-13.75	-8.0	-12.4	-16.0	-22.2	-25.55	-19.95	-12.1	-3.7
ch1:	14:35:31	8.1	15.1	6.5	-3.7	-12.55	-17.7	-20.3	-20.25	-17.25	-2.6	9.05	8.75	1.7	-6.6	-13.8	-12.0
ch1:	14:35:31	0.45	14.6	27.65	38.15	41.8	28.35	9.85	-4.75	-15.65	-25.85	-24.0	-13.15	-9.25	-15.25	-15.6	-8.05
ch1:	14:35:31	-4.05	2.2	5.75	2.65	1.6	7.45	5.35	-1.95	-11.85	-19.2	-19.5	-17.15	-21.9	-27.55	-26.7	-20.65
ch1:	14:35:31	-11.9	-7.3	-5.7	-2.25	5.15	7.75	7.2	6.95	12.0	15.85	15.7	11.6	5.85	0.55	4.15	18.05
ch1:	14:35:31	25.5	20.25	11.45	12.5	14.55	6.75	-8.5	-9.15	2.95	17.75	29.9	35.65	29.7	18.85	3.9	-14.75
ch1:	14:35:31	-23.2	-29.55	-43.2	-55.3	-57.85	-65.3	-72.85	-76.45	-74.8	-73.1	-70.7	-69.85	-67.35	-64.4	-63.5	-65.85
ch1:	14:35:31	-67.3	-60.05	-52.85	-54.2	-63.05	-65.3	-61.7	-53.95	-49.35	-49.0	-51.75	-51.7	-47.45	-37.8	-28.2	-26.45
ch1:	14:35:31	-26.35	-24.55	-22.15	-24.45	-28.2	-32.85	-30.4	-28.85	-29.0	-28.15	-26.45	-27.2	-24.15	-19.05	-17.65	-21.7
ch1:	14:35:31	-27.8	-28.2	-24.9	-21.35	-21.3	-17.6	-10.7	-5.3	-7.45	-6.8	-3.3	1.85	8.25	11.7	9.55	8.0
ch1:	14:35:31	6.5	2.45	4.15	9.8	20.7	29.3	27.6	17.2	11.95	9.7	10.25	13.15	13.95	7.45	-0.9	-0.5
ch1:	14:35:31	7.3	16.45	27.2	40.2	40.9	32.55	21.85	15.45	10.0	6.95	7.35	16.15	28.25	38.9	41.6	37.15
ch1:	14:35:31	34.75	27.2	12.6	8.55	17.8	21.5	30.65	43.8	46.35	40.55	37.65	28.95	14.05	5.45	8.65	22.65
ch1:	14:35:31	39.25	51.7	51.85	43.0	33.75	37.35	35.35	19.25	2.75	5.2	24.1	49.9	65.3	65.4	59.3	54.55
ch1:	14:35:31	52.75	40.75	18.85	2.7	1.15	3.25	15.5	30.8	38.1	31.1	15.3	-4.25	-12.0	-0.15	23.35	45.8
ch1:	14:35:31	60.2	66.3	64.5	65.95	64.25	44.85	11.8	-7.25	-6.0	12.3	35.1	48.4	49.2	48.25	48.35	43.3
ch1:	14:35:31	37.15	34.5	39.9	48.6	57.9	61.2	63.0	63.35	63.1	53.85	43.25	41.75	50.05	60.0	65.85	61.05
ch1:	14:35:31	47.2	40.65	47.75	62.6	71.45	71.7	69.75	75.3	78.2	72.7	61.7	54.55	52.5	53.7	56.9	60.25
ch1:	14:35:31	67.35	78.7	84.7	71.3	50.1	30.65	17.65	17.05	32.75	50.95	65.15	70.1	65.0	55.65	46.2	37.55
ch1:	14:35:31	31.3	29.25	26.45	25.35	24.0	23.75	20.35	17.9	16.85	17.9	19.45	24.25	28.65	33.65	38.5	41.1
ch1:	14:35:31	45.35	41.4	27.9	18.5	22.2	25.0	26.1	22.85	20.8	20.9	22.95	21.6	18.65	13.8	12.55	15.15
ch1:	14:35:31	18.2	20.95	17.85	11.35	5.35	3.7	4.05	9.1	13.0	13.45	8.7	2.85	-1.55	-7.4	-14.6	-17.1
ch1:	14:35:34	-34.6	-30.95	-28.15	-24.55	-22.15	-18.5	-15.55	-9.9	-6.65	-4.45	-3.7	-4.7	-9.1	-14.0	-17.8	-19.75
ch1:	14:35:34	-14.0	-1.95	11.1	16.2	11.7	-1.7	-7.25	-5.75	-9.95	-19.45	-21.65	-25.3	-33.3	-37.55	-36.0	-30.15
ch1:	14:35:34	-25.05	-21.9	-24.8	-33.2	-44.15	-43.75	-35.95	-25.35	-19.3	-18.0	-22.85	-29.8	-34.65	-34.5	-31.45	-25.3
ch1:	14:35:34	-13.05	-4.6	-4.95	-11.5	-17.1	-24.85	-31.5	-33.6	-25.8	-14.75	-7.6	-7.95	-10.45	-12.4	-16.1	-19.7
ch1:	14:35:34	-21.3	-19.9	-20.85	-20.1	-22.6	-29.5	-39.95	-43.0	-36.75	-20.25	-6.1	-1.2	-4.35	-10.45	-17.75	-24.5
ch1:	14:35:34	-27.45	-28.8	-30.1	-34.7	-36.95	-37.4	-34.25	-32.15	-29.55	-28.0	-26.05	-28.3	-30.5	-29.65	-26.4	-20.9
ch1:	14:35:34	-18.95	-22.0	-29.15	-34.95	-37.6	-31.3	-24.05	-20.65	-24.35	-28.7	-31.7	-32.35	-33.8	-41.15	-58.1	-77.55
ch1:	14:35:34	-86.45	-87.25	-82.9	-80.5	-79.2	-81.3	-84.0	-90.8	-95.0	-99.65	-102.85	-101.05	-90.25	-77.45	-68.85	-63.9
ch1:	14:35:34	-59.65	-59.85	-68.45	-72.2	-66.85	-55.05	-42.8	-31.7	-26.65	-26.65	-35.1	-45.45	-47.7	-45.05	-39.95	-32.3
ch1:	14:35:34	-25.85	-24.25	-23.5	-28.05	-27.05	-22.65	-21.8	-25.7	-21.9	-12.2	-0.1	9.35	14.35	9.7	-1.5	-5.5
ch1:	14:35:34	0.75	10.05	20.1	32.4	34.95	27.7	13.9	5.15	5.3	10.35	17.4	27.0	29.75	26.35	23.6	9.9
ch1:	14:35:34	-8.0	-11.15	-0.6	6.9	14.95	20.8	27.75	32.7	32.2	25.8	19.55	8.45	-3.45	-9.6	-11.7	-13.7
ch1:	14:35:34	-14.45	-10.25	-4.8	-1.1	-4.15	-6.4	-4.0	6.25	20.0	32.65	35.7	33.7	32.55	30.7	28.65	26.85
ch1:	14:35:34	26.05	26.5	33.15	40.85	44.6	37.85	30.1	25.65	26.6	29.6	36.7	45.35	51.15	48.25	37.9	25.9
ch1:	14:35:34	13.8	8.15	7.0	8.95	13.75	22.65	24.1	18.5	6.9	-3.9	-10.15	-5.9	3.7	12.7	19.55	23.1
ch1:	14:35:34	24.55	21.3	12.05	-1.55	-7.45	-7.45	-2.2	3.0	4.15	0.1	-1.05	-4.6	-12.95	-22.3	-31.2	-34.1
ch1:	14:35:34	-26.8	-12.6	-2.65	3.15	-3.15	-18.35	-33.0	-35.05	-28.9	-18.3	-8.8	0.95	7.15	5.4	1.65	-2.9
ch1:	14:35:34	-13.1	-30.9	-47.5	-59.2	-57.75	-49.5	-39.8	-34.75	-32.45	-32.65	-34.85	-43.95	-54.9	-58.55	-53.85	-42.2
ch1:	14:35:34	-31.0	-21.8	-18.15	-17.75	-22.4	-29.05	-40.9	-49.4	-59.15	-64.75	-59.8	-51.8	-50.6	-49.8	-52.3	-62.35
ch1:	14:35:34	-68.9	-70.5	-71.0	-71.25	-68.95	-65.05	-55.7	-48.4	-43.55	-40.8	-42.3	-44.25	-41.5	-38.0	-36.5	-34.15
ch1:	14:35:34	-34.05	-32.25	-28.4	-21.95	-19.1	-20.85	-32.35	-42.55	-42.25	-29.55	-11.95	9.1	28.2	38.75	37.65	23.05
ch1:	14:35:34	-3.8	-33.15	-44.75	-38.15	-22.3	-6.75	8.4	15.8	16.15	8.05	-6.2	-21.8	-29.55	-27.95	-21.35	-14.1
ch1:	14:35:34	-10.85	-9.5	-9.4	-8.5	-7.95	-1.05	6.75	11.2	13.9	21.8	26.75	23.95	18.05	13.35	12.7	15.1
ch1:	14:35:34	18.0	16.05	15.3	15.05	15.4	14.55	16.95	15.5	11.75	8.0	9.4	14.75	20.05	18.7	15.4	16.0
ch1:	14:35:37	-3.65	-10.05	-12.8	-10.75	-1.65	6.65	13.25	15.65	18.0	16.55	15.25	15.3	14.0	9.0	4.0	5.85
ch1:	14:35:37	11.85	15.2	9.5	3.5	-0.15	0.75	2.05	8.25	20.2	31.55	29.2	19.85	11.3	3.4	-0.2	-0.6
ch1:	14:35:37	-1.05	1.35	9.55	11.0	6.1	-4.35	-11.55	-11.4	-1.7	7.6	13.35	17.85	21.2	13.0	-4.75	-10.65
ch1:	14:35:37	-4.05	5.6	13.05	21.1	25.25	29.15	27.55	21.35	10.5	2.7	-1.2	-2.5	-1.65	2.9	6.8	6.3
ch1:	14:35:37	3.1	-4.85	-10.15	-11.05	-7.15	-2.45	2.7	2.0	-0.6	-2.1	-2.0	-6.0	-12.75	-15.4	-19.7	-29.85
ch1:	14:35:37	-42.1	-49.15	-55.45	-58.7	-61.95	-62.35	-61.8	-60.1	-62.65	-69.05	-79.4	-83.85	-82.2	-81.95	-82.7	-82.3
ch1:	14:35:37	-79.8	-75.4	-69.45	-66.7	-62.85	-60.7	-59.25	-58.35	-56.9	-55.7	-52.1	-50.5	-49.7	-46.8	-45.6	-45.4
ch1:	14:35:37	-44.6	-45.8	-51.15	-49.05	-39.45	-26.85	-18.55	-13.85	-12.85	-8.6	-7.5	-11.0	-8.75	-0.25	3.5	3.2
ch1:	14:35:37	8.05	12.95	16.4	16.65	16.6	16.4	23.3	30.2	33.0	29.9	27.45	30.6	35.55	33.15	27.35	29.0
ch1:	14:35:37	33.3	32.15	21.65	20.3	33.8	52.15	58.15	54.8	44.6	34.05	28.15	27.05	21.6	11.1	5.0	5.55
ch1:	14:35:37	8.2	5.1	4.25	10.3	24.2	32.95	31.25	17.25	4.2	-2.3	-7.35	-12.65	-12.6	-9.5	-6.55	-1.25
ch1:	14:35:37	1.0	-0.65	-8.5	-14.1	-12.95	-6.0	-0.1	9.75	16.75	15.2	9.9	8.3	8.2	8.55	13.35	21.95
ch1:	14:35:37	28.25	24.3	19.9	15.85	6.95	-4.8	-8.8	-9.9	-6.45	-2.0	-2.9	-9.3	-15.2	-21.25	-29.65	-34.4
ch1:	14:35:37	-36.8	-37.1	-34.7	-25.7	-19.7	-16.15	-13.0	-8.35	-6.4	-3.9	-1.95	0.65	4.4	11.15	20.6	25.7
ch1:	14:35:37	24.2	16.0	7.9	1.1	-0.5	-2.65	-2.35	1.85	9.45	12.55	15.75	17.7	11.25	1.25	-2.7	0.15
ch1:	14:35:37	2.2	5.05	13.1	26.8	28.4	20.3	10.2	1.4	-8.4	-12.3	-12.75	-13.2	-16.95	-22.5	-22.75	-16.5
ch1:	14:35:37	-6.2	-1.8	-1.85	-3.0	-1.55	-3.25	-0.55	4.2	8.6	11.55	11.7	6.2	-0.85	-4.8	-6.2	-5.55
ch1:	14:35:37	-3.15	6.45	10.8	4.1	-7.2	-9.2	0.3	18.4	24.65	14.4	3.0	4.35	17.85	34.65	43.15	40.1
ch1:	14:35:37	34.4	22.9	12.25	8.3	11.3	14.35	16.45	9.9	1.1	-4.1	-4.5	-0.15	6.35	8.15	4.9	0.2
ch1:	14:35:37	-5.05	-3.45	-0.15	2.1	5.25	15.25	22.75	20.65	10.2	2.45	0.25	2.85	8.55	9.7	7.65	7.85
ch1:	14:35:37	10.55	8.3	7.75	5.55	1.15	-2.2	6.0	16.8	21.6	18.25	11.75	2.65	-4.65	-7.2	-8.3	-6.2
