Ch	Time	ch[0]	ch[1]	ch[2]	ch[3]	ch[4]	ch[5]	ch[6]	ch[7]	ch[8]	ch[9]	ch[10]	ch[11]	ch[12]	ch[13]	ch[14]	ch[15]
ch1:	14:13:22	-2.85	9.85	19.5	19.9	11.7	2.0	-3.15	-3.85	-2.15	2.4	9.7	12.55	4.05	-8.3	-11.1	-1.7
ch1:	14:13:22	12.0	19.9	17.35	8.95	2.65	1.2	4.45	9.7	12.85	14.5	13.1	7.85	3.75	3.7	3.3	2.95
ch1:	14:13:22	8.85	19.9	24.35	18.15	5.1	-12.0	-22.1	-13.4	6.0	25.2	40.0	42.15	32.7	20.55	7.0	-4.15
ch1:	14:13:22	-6.95	-5.0	0.8	12.3	23.35	27.7	28.65	29.15	26.15	18.15	9.2	6.5	13.05	24.1	27.75	22.15
ch1:	14:13:22	13.45	6.15	4.15	7.4	8.6	7.45	6.4	4.3	3.3	5.0	7.4	7.2	4.65	3.55	3.55	1.55
ch1:	14:13:22	2.65	11.05	19.9	20.8	14.3	3.8	-9.15	-19.25	-20.4	-18.75	-24.35	-36.7	-49.05	-54.55	-50.8	-43.9
ch1:	14:13:22	-40.8	-42.3	-46.45	-50.65	-52.9	-54.35	-53.25	-52.1	-51.25	-48.0	-44.45	-40.8	-32.9	-27.25	-31.25	-39.3
ch1:	14:13:22	-44.05	-42.95	-36.8	-29.45	-21.45	-12.45	-6.9	-7.55	-14.1	-22.15	-24.3	-21.75	-18.9	-14.45	-7.65	0.5
ch1:	14:13:22	7.05	7.95	2.65	-9.05	-20.65	-21.65	-13.65	-5.95	-1.7	-3.95	-11.1	-14.6	-11.95	-7.4	-3.35	-1.3
ch1:	14:13:22	-1.3	-2.0	-2.5	-4.5	-7.55	-9.8	-10.25	-12.1	-13.6	-9.4	-3.2	0.2	2.4	1.2	-5.05	-11.15
ch1:	14:13:22	-12.7	-11.65	-8.35	-4.7	-1.45	2.55	4.25	2.6	-0.35	-2.6	-3.9	-4.45	-3.0	1.1	4.1	3.7
ch1:	14:13:26	-16.85	-6.25	7.65	14.6	11.35	5.85	7.55	9.35	7.0	4.65	-1.2	-10.35	-12.95	-9.35	-4.8	0.0
ch1:	14:13:26	3.6	4.1	4.85	6.1	3.85	-2.85	-9.4	-10.3	-8.1	-8.25	-9.6	-6.4	4.6	18.15	24.15	20.75
ch1:	14:13:26	13.25	3.4	-8.05	-19.5	-27.45	-28.65	-19.5	-3.5	11.8	22.05	27.6	29.8	29.35	26.0	22.4	16.45
ch1:	14:13:26	5.6	0.0	5.6	12.6	18.35	21.2	15.25	5.05	-0.6	-2.15	-0.65	1.6	1.75	2.2	4.9	7.8
ch1:	14:13:26	9.2	6.0	-6.75	-23.4	-27.45	-16.25	-4.0	0.45	0.3	-0.2	-1.5	-5.3	-5.35	1.3	3.35	-6.0
ch1:	14:13:26	-15.5	-18.7	-19.35	-14.9	-4.65	2.75	5.3	6.65	4.85	0.6	-2.55	-2.3	-0.45	-8.05	-29.25	-50.0
ch1:	14:13:26	-59.8	-59.65	-50.1	-35.25	-24.25	-18.8	-16.6	-19.1	-25.0	-26.2	-17.45	-8.75	-8.8	-11.6	-11.15	-13.35
ch1:	14:13:26	-19.7	-24.8	-27.6	-26.85	-21.0	-16.0	-14.0	-15.95	-21.1	-25.65	-24.7	-20.35	-16.75	-16.75	-14.65	-9.2
ch1:	14:13:26	-6.3	-9.3	-15.95	-22.0	-20.05	-11.25	-1.35	3.75	-2.25	-16.95	-28.7	-32.15	-24.05	-7.1	7.4	10.85
ch1:	14:13:26	6.35	-1.25	-7.7	-16.05	-24.25	-23.3	-14.9	-7.2	0.5	6.0	5.35	1.65	-3.75	-12.15	-17.9	-16.75
ch1:	14:13:26	-9.95	-0.3	11.55	18.9	15.0	3.4	-8.8	-18.8	-21.0	-14.05	-3.15	6.65	15.35	20.15	18.7	13.7
ch1:	14:13:26	9.25	3.15	-4.25	-8.15	-9.3	-11.45	-13.7	-13.15	-9.35	-6.0	-6.05	-9.4	-9.75	-0.35	9.9	8.2
ch1:	14:13:26	-1.2	-13.65	-26.7	-31.45	-28.45	-22.6	-8.55	7.95	12.65	9.25	5.2	0.9	-3.4	-7.65	-15.25	-25.4
ch1:	14:13:26	-31.6	-22.9	1.0	27.2	42.1	40.9	24.2	-0.2	-21.4	-27.15	-13.65	6.65	17.4	19.05	13.5	4.15
ch1:	14:13:26	1.7	6.75	7.85	4.6	-0.5	-3.65	-2.6	-1.9	-3.2	-0.5	4.05	7.9	5.75	-5.25	-13.35	-6.0
ch1:	14:13:26	10.0	20.3	17.7	9.35	4.25	2.1	-1.45	-8.7	-18.45	-20.75	-13.55	-3.15	4.55	6.2	0.25	-11.1
ch1:	14:13:26	-26.1	-34.55	-31.2	-20.95	-11.55	-4.6	1.25	6.2	7.2	3.55	-6.25	-18.05	-21.15	-15.05	-7.6	-4.55
ch1:	14:13:26	-11.0	-17.5	-11.85	-5.15	-8.1	-9.65	-3.55	0.55	-1.7	-2.2	0.75	2.95	4.5	5.8	4.65	4.85
ch1:	14:13:26	5.2	2.95	5.15	11.05	12.1	12.45	12.5	4.55	-6.05	-10.0	-6.7	1.7	11.45	20.0	24.9	27.7
ch1:	14:13:26	28.75	26.35	22.2	18.85	12.55	4.95	3.0	7.65	10.95	9.9	8.8	9.65	6.75	2.5	2.8	5.9
ch1:	14:13:26	11.9	21.35	26.0	19.5	8.25	-1.4	-4.5	-0.05	5.25	5.95	8.2	12.4	14.15	11.65	5.65	-0.5
ch1:	14:13:26	-2.45	-1.95	1.3	9.2	17.15	21.25	23.1	23.35	21.95	13.8	1.8	-1.3	5.8	9.85	8.35	6.55
ch1:	14:13:26	5.4	4.55	6.1	11.3	14.25	5.95	-8.6	-17.9	-20.85	-16.85	-6.4	3.4	10.55	15.0	17.3	23.25
ch1:	14:13:26	27.75	19.55	4.85	-7.7	-15.65	-15.45	-9.6	-3.55	0.5	3.35	7.5	10.5	4.95	-4.0	-8.7	-7.15
ch1:	14:13:29	-11.4	-14.85	-14.9	-16.2	-18.9	-22.3	-23.35	-18.35	-13.1	-11.55	-12.05	-14.55	-18.65	-23.55	-24.95	-19.8
ch1:	14:13:29	-14.45	-14.75	-13.9	-11.9	-10.4	-6.5	-3.85	-8.45	-12.8	-11.35	-8.5	-3.95	2.75	1.2	-10.5	-22.05
ch1:	14:13:29	-25.7	-22.55	-15.0	-8.3	-2.25	0.3	0.25	5.15	12.25	4.6	-16.0	-35.8	-45.05	-41.55	-27.15	-6.7
ch1:	14:13:29	14.15	24.85	22.7	14.4	6.7	-2.8	-15.0	-23.1	-20.1	-11.1	-1.3	6.45	9.45	6.9	2.15	-3.0
ch1:	14:13:29	-6.65	-9.45	-9.65	-6.85	-1.75	1.8	2.55	-1.15	-10.35	-20.75	-20.55	-7.95	6.9	14.35	11.4	4.8
ch1:	14:13:29	2.1	-3.2	-12.5	-15.2	-9.9	-2.1	6.75	15.3	22.1	27.85	28.35	17.2	-1.8	-14.3	-14.2	-6.45
ch1:	14:13:29	2.15	5.8	4.3	1.3	-4.5	-10.05	-6.65	5.1	16.25	18.85	11.1	1.3	-2.0	-1.8	-0.9	4.45
ch1:	14:13:29	13.8	20.55	21.1	18.45	15.9	10.45	-1.0	-14.2	-21.1	-16.55	-5.2	4.15	6.2	2.3	-2.8	-7.2
ch1:	14:13:29	-8.95	-6.5	-2.8	1.05	7.15	8.25	1.0	-4.0	-4.15	-8.6	-13.75	-13.35	-13.55	-17.05	-20.65	-26.2
ch1:	14:13:29	-33.85	-41.1	-47.05	-51.3	-53.6	-54.45	-51.85	-43.95	-31.65	-18.35	-6.95	-1.95	-3.9	-8.55	-16.4	-26.85
ch1:	14:13:29	-32.4	-33.85	-33.9	-30.35	-25.0	-23.45	-22.25	-18.75	-11.55	-1.6	7.35	9.3	-0.15	-14.35	-22.05	-19.75
ch1:	14:13:29	-7.7	9.85	22.55	21.1	9.7	-2.2	-10.3	-14.65	-12.8	-4.65	2.45	2.6	1.85	3.6	1.25	-2.25
ch1:	14:13:29	3.15	13.9	21.85	24.15	21.6	16.35	9.15	-0.2	-9.8	-16.25	-13.7	-1.05	10.15	12.65	9.1	2.6
ch1:	14:13:29	-4.45	-12.7	-21.1	-24.3	-17.05	-3.95	7.7	15.4	19.3	17.7	10.65	1.6	-1.8	6.3	17.35	21.15
ch1:	14:13:29	18.9	16.0	11.05	0.25	-11.15	-11.55	-3.7	0.5	0.85	2.15	0.95	-0.45	-0.55	-1.5	0.0	4.65
ch1:	14:13:29	6.95	7.55	11.1	15.25	11.1	2.65	-0.25	0.0	-4.4	-10.0	-11.6	-7.75	1.45	12.25	17.2	14.5
ch1:	14:13:29	8.1	-0.2	-11.8	-19.75	-16.05	-5.85	1.9	6.45	8.6	8.05	2.95	-7.0	-16.85	-19.7	-15.7	-10.0
ch1:	14:13:29	-8.25	-8.8	-10.55	-17.95	-28.85	-32.75	-28.85	-19.75	-7.1	4.0	7.1	1.95	-8.05	-16.5	-15.7	-4.65
ch1:	14:13:29	4.75	3.25	-5.85	-13.2	-14.95	-13.7	-14.7	-12.8	-5.05	1.15	-0.65	-8.05	-17.95	-25.55	-25.0	-19.25
ch1:	14:13:29	-12.55	-3.7	6.0	11.05	5.1	-10.6	-24.9	-27.9	-17.55	0.4	12.85	14.85	8.35	-5.65	-19.3	-19.6
ch1:	14:13:29	-10.65	-1.45	5.7	7.2	1.95	-6.65	-15.35	-15.8	-7.0	-0.85	-2.95	-7.3	-5.6	8.85	29.05	40.35
ch1:	14:13:29	39.25	26.15	8.55	-2.0	-5.7	-7.6	-3.3	5.75	15.7	18.35	8.15	-4.45	-9.6	-14.45	-17.35	-13.2
ch1:	14:13:29	-8.35	-8.55	-10.45	-12.4	-12.35	-13.8	-17.45	-18.8	-16.8	-16.3	-14.0	-7.35	1.4	5.7	4.05	-0.85
ch1:	14:13:29	-9.4	-23.3	-34.75	-35.0	-21.6	-5.9	0.9	0.8	-1.0	-8.25	-17.4	-20.4	-18.05	-17.05	-16.4	-12.25
ch1:	14:13:32	-27.15	-31.35	-29.0	-22.1	-13.45	-4.8	0.45	2.35	3.0	0.8	-3.55	-9.05	-11.55	-4.9	7.25	12.15
ch1:	14:13:32	5.8	-4.65	-11.55	-12.2	-11.05	-12.95	-17.0	-18.6	-12.05	1.45	11.45	13.0	10.2	4.1	-5.05	-10.7
ch1:	14:13:32	-11.95	-9.6	0.4	8.7	3.45	-6.75	-12.65	-14.8	-14.55	-15.05	-16.75	-18.2	-24.05	-25.5	-12.2	3.6
ch1:	14:13:32	11.2	13.4	6.75	-4.1	-4.75	4.85	14.2	22.55	28.7	25.5	11.3	-6.7	-20.45	-22.9	-11.2	5.55
ch1:	14:13:32	13.8	14.45	13.2	7.5	-2.55	-7.95	-7.15	-1.35	7.15	11.65	13.3	17.15	18.15	14.9	13.15	10.5
ch1:	14:13:32	3.8	-2.8	-4.35	0.75	10.05	17.65	20.6	16.2	6.75	-3.05	-14.75	-25.15	-25.7	-17.6	-8.75	1.3
ch1:	14:13:32	11.6	19.95	25.65	24.35	15.85	5.2	-6.75	-16.7	-20.85	-24.85	-30.5	-30.5	-19.9	-7.85	-9.4	-19.65
ch1:	14:13:32	-23.95	-22.75	-20.7	-17.65	-13.4	-7.8	-4.2	-7.1	-14.3	-22.55	-29.2	-29.55	-23.95	-16.1	-12.3	-16.4
ch1:	14:13:32	-21.0	-20.55	-18.0	-13.6	-7.55	-2.7	0.2	0.95	-0.55	-0.8	-1.95	-5.95	-10.1	-10.75	-7.7	-2.95
ch1:	14:13:32	2.05	5.7	4.3	-3.3	-10.1	-9.15	-6.8	-8.05	-11.2	-12.4	-9.1	-3.45	-1.55	-1.8	-2.1	-6.55
ch1:	14:13:32	-14.35	-17.8	-15.95	-9.35	-2.8	-1.75	-4.8	-8.05	-13.05	-20.6	-24.95	-23.25	-18.6	-11.4	-3.75	0.05
ch1:	14:13:32	1.1	2.9	2.6	-3.75	-14.95	-24.35	-27.8	-28.15	-27.7	-25.3	-22.4	-21.25	-22.05	-22.2	-19.9	-19.1
ch1:	14:13:32	-24.3	-35.05	-44.4	-41.75	-26.8	-11.65	-3.2	-0.2	-4.7	-14.75	-21.5	-24.2	-27.65	-30.7	-29.0	-24.6
ch1:	14:13:32	-17.8	-10.45	-8.6	-13.3	-17.75	-16.2	-6.75	5.25	11.15	7.7	-0.65	-9.8	-18.3	-24.0	-20.7	-7.55
ch1:	14:13:32	7.65	16.9	18.15	12.8	4.75	-2.85	-10.0	-17.05	-21.45	-21.8	-16.85	-2.3	20.6	39.1	45.6	42.95
ch1:	14:13:32	33.75	19.05	4.55	-5.25	-15.4	-28.2	-36.15	-34.45	-32.15	-31.9	-28.0	-17.6	-7.3	-4.1	-8.9	-14.55
ch1:	14:13:32	-17.2	-14.5	-10.2	-8.95	-8.6	-6.85	-10.25	-18.7	-26.85	-33.8	-36.15	-27.35	-11.0	2.05	6.7	1.0
ch1:	14:13:32	-11.15	-18.8	-18.7	-16.55	-13.7	-10.8	-13.85	-23.5	-31.95	-27.45	-9.25	7.0	9.7	1.35	-11.8	-24.5
ch1:	14:13:32	-29.25	-23.4	-12.9	-6.8	-5.6	-4.7	-3.25	-4.7	-7.05	-10.05	-13.5	-14.95	-13.5	-11.4	-7.6	-2.65
ch1:	14:13:32	0.7	4.1	8.5	8.85	6.8	4.7	-2.1	-12.95	-20.0	-22.1	-19.6	-12.35	-2.3	5.2	10.9	12.0
ch1:	14:13:32	4.55	-9.75	-22.8	-31.6	-31.35	-20.45	-4.25	7.55	11.8	9.8	3.0	-8.85	-20.75	-28.45	-28.4	-17.75
ch1:	14:13:32	-0.75	8.75	6.8	-1.2	-11.75	-19.95	-15.95	-1.0	12.65	17.35	13.45	6.0	-0.2	-7.05	-13.15	-12.75
ch1:	14:13:32	-9.75	-13.95	-21.2	-20.7	-10.95	2.65	14.9	20.25	16.2	4.55	-11.2	-28.15	-38.45	-39.1	-35.4	-29.45
ch1:	14:13:32	-21.55	-15.1	-9.35	-1.75	5.6	10.8	12.9	5.8	-14.7	-37.1	-48.05	-47.2	-38.7	-24.6	-9.1	5.5
ch1:	14:13:35	-21.8	-32.4	-29.55	-13.55	6.25	17.45	18.75	13.4	3.0	-3.75	-0.35	6.3	6.6	-2.3	-12.65	-15.35
ch1:	14:13:35	-10.9	-6.3	-3.45	1.95	5.8	0.85	-6.75	-5.95	1.05	7.15	8.1	9.75	16.05	17.95	12.05	4.3
ch1:	14:13:35	-5.35	-12.1	-9.75	1.1	14.45	21.95	18.35	7.5	-4.65	-8.5	-2.9	4.7	12.3	18.5	18.45	14.05
ch1:	14:13:35	7.65	1.05	-5.55	-15.8	-23.75	-19.0	-6.4	7.8	19.45	20.6	14.1	7.35	-0.05	-6.9	-12.15	-17.25
ch1:	14:13:35	-17.85	-13.15	-9.15	-2.9	6.85	11.7	9.9	2.75	-8.1	-15.45	-16.85	-16.85	-15.0	-12.3	-11.8	-9.1
ch1:	14:13:35	-3.3	0.5	1.2	-2.9	-14.2	-28.35	-41.5	-46.65	-34.0	-6.9	15.15	19.45	7.85	-5.25	-13.4	-19.45
ch1:	14:13:35	-20.1	-12.1	-2.9	3.45	5.55	2.95	-5.2	-17.6	-25.8	-21.45	-11.65	-6.0	-5.9	-8.85	-12.0	-10.8
ch1:	14:13:35	-9.05	-8.8	-8.7	-10.1	-13.95	-15.0	-11.4	-5.55	0.95	7.9	11.45	7.2	-3.05	-14.55	-25.4	-31.15
ch1:	14:13:35	-28.15	-16.75	-3.7	3.2	2.15	-2.0	-5.0	-7.4	-12.05	-18.6	-23.55	-24.8	-20.75	-7.85	12.1	28.55
ch1:	14:13:35	32.65	21.8	-0.7	-25.85	-39.7	-36.45	-22.75	-7.35	3.75	7.2	4.65	2.7	6.4	10.15	1.95	-14.95
ch1:	14:13:35	-24.75	-24.35	-19.3	-10.3	2.65	14.25	20.45	23.5	22.35	11.05	-4.9	-16.55	-21.1	-17.55	-8.1	-1.85
ch1:	14:13:35	-3.45	-7.55	-9.55	-10.4	-8.5	1.95	14.85	16.1	6.9	-2.4	-9.85	-17.4	-23.3	-28.3	-28.7	-20.1
ch1:	14:13:35	-3.6	14.6	29.8	33.15	25.45	12.1	-2.75	-11.55	-10.65	-10.65	-12.15	-9.4	-5.6	-1.85	4.7	9.85
ch1:	14:13:35	13.1	14.8	14.25	12.75	9.9	4.0	-2.95	-12.5	-18.7	-14.2	-2.0	11.35	21.15	23.85	24.8	26.25
ch1:	14:13:35	22.8	11.1	-3.8	-15.7	-18.45	-11.85	-3.9	-1.0	1.0	4.5	3.1	-5.0	-16.0	-26.95	-27.9	-19.2
ch1:	14:13:35	-13.1	-11.85	-11.15	-9.9	-4.9	-0.05	-4.95	-17.0	-24.45	-21.75	-14.15	-7.0	-3.45	-4.65	-8.1	-6.65
ch1:	14:13:35	-2.2	-2.5	-8.15	-16.1	-20.25	-13.15	1.35	10.6	10.1	1.35	-12.1	-20.45	-17.25	-7.3	-1.1	-1.9
ch1:	14:13:35	-5.95	-7.65	-4.95	0.5	8.15	13.6	12.55	7.1	-2.85	-15.5	-21.85	-21.85	-16.2	0.25	19.35	28.45
ch1:	14:13:35	30.6	25.6	12.55	-3.35	-16.05	-20.4	-14.35	-8.3	-6.35	-1.85	7.5	18.15	24.5	26.35	28.3	27.55
ch1:	14:13:35	17.05	-3.9	-28.9	-45.7	-49.45	-48.0	-42.9	-32.25	-20.1	-11.85	-11.25	-17.5	-21.7	-21.95	-25.6	-33.0
ch1:	14:13:35	-36.75	-32.75	-22.65	-10.25	-0.8	3.15	2.4	-2.65	-10.2	-16.2	-21.9	-23.0	-17.1	-9.45	-1.5	7.45
ch1:	14:13:35	7.95	-1.45	-12.9	-23.65	-30.8	-29.35	-22.85	-15.05	-7.0	0.35	5.8	3.15	-13.25	-31.6	-33.55	-18.5
ch1:	14:13:35	-0.1	13.0	16.45	10.25	-1.25	-15.35	-31.6	-42.65	-45.45	-43.55	-43.85	-47.85	-52.35	-52.2	-46.25	-37.75
ch1:	14:13:35	-31.95	-32.3	-34.35	-31.95	-29.5	-33.0	-37.3	-36.25	-31.3	-26.1	-21.45	-15.65	-8.95	-7.3	-14.1	-24.2
ch1:	14:13:38	10.05	4.1	1.55	0.2	-1.25	-1.75	-2.15	-3.65	-4.5	-1.85	2.95	6.6	5.6	-0.95	-7.55	-9.25
ch1:	14:13:38	-6.35	-0.05	3.7	0.65	-2.45	-1.95	-1.0	3.15	9.85	12.8	13.85	13.7	7.5	-2.25	-10.65	-15.15
ch1:	14:13:38	-12.0	4.7	27.75	39.45	34.0	20.75	6.95	-4.05	-12.15	-15.1	-6.45	11.85	27.2	33.25	28.9	19.15
ch1:	14:13:38	10.75	4.4	0.95	4.7	14.35	26.2	32.7	27.9	16.25	7.0	1.65	-1.45	-4.0	-3.85	4.05	17.9
ch1:	14:13:38	24.95	18.6	4.4	-8.55	-13.35	-8.1	3.6	15.25	16.15	5.55	-6.25	-12.1	-9.5	0.7	5.25	0.8
ch1:	14:13:38	1.15	8.25	12.3	14.05	17.25	20.0	13.45	-1.5	-11.6	-11.25	-5.95	3.15	12.25	12.05	2.95	-5.05
ch1:	14:13:38	-7.3	-3.0	4.3	10.75	13.25	11.75	5.95	-6.05	-19.0	-21.8	-16.7	-9.45	2.3	12.85	13.5	8.5
ch1:	14:13:38	2.85	-2.9	-8.8	-16.45	-23.5	-23.25	-14.3	1.4	12.6	9.4	-3.85	-17.55	-26.85	-29.55	-26.25	-19.3
ch1:	14:13:38	-12.25	-8.95	-7.55	-6.0	-4.35	-0.55	4.15	6.95	4.55	-4.7	-15.45	-18.05	-10.25	3.7	16.7	20.6
ch1:	14:13:38	14.35	3.15	-12.25	-24.5	-22.8	-12.8	-7.65	-4.8	3.7	14.7	19.0	12.7	2.2	-5.4	-6.15	1.25
ch1:	14:13:38	8.5	7.4	2.15	-2.95	-5.9	-3.35	1.4	4.05	7.5	11.4	13.1	11.95	9.8	8.55	7.8	8.95
ch1:	14:13:38	11.15	6.25	-0.6	0.0	5.2	9.15	5.5	-6.1	-11.25	-6.95	-2.25	6.75	18.25	17.65	4.95	-9.55
ch1:	14:13:38	-17.0	-14.05	-8.0	-6.1	-2.2	5.05	6.85	3.4	1.4	0.0	1.25	6.45	7.35	4.05	-0.75	-11.9
ch1:	14:13:38	-24.3	-29.55	-27.1	-18.8	-11.95	-13.9	-19.4	-25.35	-32.65	-37.05	-36.85	-30.4	-15.35	0.0	3.0	-8.65
